id,log_feature,volume
1441,55,7
1441,171,7
1441,134,1
2326,153,1
6647,133,1
11076,153,1
11076,240,1
12681,200,2
12681,167,1
12681,171,21
13487,132,1
16075,361,4
16075,359,3
9955,361,15
9955,359,16
1641,359,1
1641,361,1
4855,359,8
4855,361,9
14000,359,8
14000,361,8
11867,361,3
11867,359,3
7058,171,22
7058,200,2
5836,200,2
5836,171,22
11353,154,1
11353,39,1
17796,361,4
17796,359,4
17776,359,6
17776,361,6
18035,361,1
18035,359,1
17411,359,2
17411,361,2
7510,361,5
7510,359,5
1634,359,3
1634,361,3
7939,134,1
7939,219,1
4435,171,1
4435,55,1
17663,200,2
17663,171,20
17663,167,1
6686,37,1
4904,55,6
4904,191,2
4904,140,1
4904,171,10
4904,70,1
9906,171,11
9906,55,13
16939,79,1
16939,200,2
5946,280,1
15148,171,9
15148,191,1
15148,140,1
15148,70,2
15148,55,7
2797,171,7
2797,55,8
11749,279,1
11749,280,1
13885,134,1
13885,55,4
13885,219,1
13885,171,4
5931,171,22
5931,55,36
6886,55,6
16604,55,3
16604,219,1
16604,171,4
16604,134,1
16723,171,23
16723,55,36
10426,55,6
10968,7,1
10968,140,1
10968,55,13
10968,191,1
10968,171,14
18009,55,2
8872,171,1
8872,55,10
4122,55,10
4122,191,1
4122,70,1
4122,171,13
4122,140,1
17109,55,2
2225,55,6
2225,171,1
12567,219,1
12567,171,17
12567,134,1
12567,55,39
18217,171,2
18217,55,2
14717,171,1
14717,55,2
17610,55,3
4373,55,1
14841,55,6
3964,55,39
3964,171,15
9401,55,2
9401,171,2
757,55,1
17915,171,1
17915,55,2
4999,55,4
117,55,2
7738,55,6
14874,68,1
14874,166,1
4485,50,1
10655,219,1
10655,134,1
14119,205,1
14119,167,8
15735,41,1
15735,156,1
12744,205,1
12744,167,8
14241,41,1
14241,156,1
7099,134,1
7099,219,1
6781,167,1
6781,51,1
9711,55,2
9711,171,1
5674,134,1
11244,171,2
11244,55,1
7358,134,1
7358,219,1
13851,219,1
13851,134,1
12580,134,1
2986,219,1
2986,134,1
8034,219,1
8034,134,1
16084,134,1
1922,219,1
1922,134,1
7500,134,1
13520,134,1
1679,134,1
1679,219,1
1872,84,1
1872,55,8
4189,171,8
4189,55,8
4189,205,1
4189,84,1
15734,219,1
15734,134,1
15417,134,1
17340,134,2
17340,219,2
17166,219,1
17166,134,1
16738,318,1
16738,239,1
16738,55,2
12434,73,2
12434,195,3
8905,195,4
8905,73,2
12402,73,1
14651,70,1
14651,191,2
992,195,3
992,73,3
8779,171,1
8779,55,1
3846,154,1
7591,240,1
7591,55,1
7591,39,1
15553,55,2
15553,318,1
15553,239,1
8952,167,1
8952,134,1
1654,134,1
1654,219,1
11607,219,1
11607,134,2
9950,134,1
9950,219,1
1519,219,3
1519,134,3
8489,134,2
8489,219,2
4712,68,1
18064,73,3
9070,73,2
9070,202,1
9070,68,1
9070,195,3
11299,195,2
11299,73,2
9688,73,2
5368,195,3
5368,73,5
13246,73,1
18012,73,1
18012,195,1
3325,73,2
3325,195,2
14650,73,11
14650,195,15
14300,73,3
14300,195,3
4313,73,8
4313,195,10
6108,195,11
6108,73,8
11832,195,12
11832,73,8
10037,73,3
10037,195,1
4255,195,1
4255,73,4
6606,195,2
6606,73,8
5268,195,3
5268,73,10
3359,132,1
3359,195,1
3359,217,1
3359,73,2
16407,195,2
16407,73,1
16489,73,6
16489,195,4
3767,73,13
3767,195,4
12105,195,2
13716,195,11
13716,73,7
4087,133,1
4087,73,1
4087,132,1
7838,73,6
7838,195,7
10604,73,3
10604,195,5
12894,195,8
12894,73,6
2255,73,39
2255,195,18
15631,195,6
15631,73,18
15631,109,5
2235,73,5
2491,195,3
2491,73,5
1644,218,1
1644,195,1
1644,133,1
1644,73,6
4639,195,2
4639,73,10
1166,73,4
1166,195,2
6319,109,2
6319,73,12
6319,195,6
1986,73,4
1986,195,3
3417,73,6
3417,195,5
10422,73,1
16063,195,1
16063,73,4
10984,73,1
10984,55,1
9230,195,3
9230,73,18
9230,65,1
2683,73,7
2683,195,13
16740,73,7
16740,195,7
17768,195,1
10433,73,3
10433,195,4
930,73,12
930,195,7
9464,195,1
9464,73,1
15798,73,2
7331,195,2
7331,73,5
10910,73,8
10910,195,6
15942,73,4
5046,195,2
5046,73,3
4991,73,6
4991,195,4
4660,195,1
4660,73,2
7989,195,3
7989,73,2
16473,195,1
16473,73,2
17490,195,4
17490,73,4
12853,187,2
12853,195,5
12853,73,3
16664,73,5
16664,195,7
1045,195,5
1045,73,8
16178,73,7
16178,195,4
6757,195,7
6757,73,9
10325,73,4
10325,195,5
1327,195,1
1327,73,3
18065,55,1
18065,171,2
6952,195,3
6952,73,3
14929,195,1
14929,73,1
2482,73,1
16076,134,1
5690,195,3
5690,73,1
6226,195,1
6226,73,1
2013,73,1
10102,134,1
13634,134,1
13634,219,1
18445,134,2
18445,219,2
13294,219,1
13294,134,1
1757,134,1
3079,134,2
3079,219,2
2981,134,3
2981,219,3
2876,219,1
2876,134,1
13054,55,1
909,171,1
909,55,3
13773,134,2
5412,134,1
5412,219,1
3521,219,2
3521,134,2
2882,134,1
2312,219,1
2312,134,1
15564,134,1
15564,219,1
15022,134,11
15022,219,10
3676,134,1
3676,219,1
9218,134,1
18394,219,1
18394,134,1
1375,134,1
14833,219,1
13852,219,1
13852,134,1
5183,219,1
5183,134,2
7364,219,1
7364,134,1
2262,219,1
2262,134,1
10023,126,2
10766,71,3
10766,193,2
18288,71,1
18288,193,1
4643,193,2
4643,71,2
8033,71,1
8033,193,1
12766,193,2
12766,71,1
6186,168,3
6186,52,1
15104,71,2
15104,193,2
3633,63,1
3633,183,1
5255,52,2
5447,71,2
17324,71,1
2263,193,1
3300,56,1
2732,71,1
6111,203,2
6111,82,29
8627,82,34
8627,203,2
17934,82,56
11004,203,12
11004,82,22
9408,203,4
9408,82,57
13318,82,56
13318,203,6
7152,82,4
1563,82,71
1563,203,3
13633,82,97
13633,203,15
7929,203,8
7929,82,40
8166,203,28
8166,82,49
17560,82,47
17560,203,40
2967,71,1
2967,82,29
2967,193,1
2967,203,14
13647,82,2
13647,203,2
7023,203,23
7023,82,27
12821,203,4
12821,82,14
8705,82,6
6898,203,2
6898,82,6
10937,82,4
10937,203,4
16128,82,15
16128,203,8
13723,82,37
13723,203,14
172,203,17
172,82,28
7684,82,27
7684,203,2
163,82,6
163,203,6
5852,82,2
10878,82,40
10878,203,15
13003,82,53
15526,203,2
15526,71,1
15526,82,10
12941,52,4
12941,82,6
12941,203,4
12941,168,2
18261,193,1
18261,71,1
17268,203,12
17268,82,49
6706,82,26
6706,203,8
4766,203,1
4766,172,1
4766,56,1
4766,82,6
48,203,10
48,82,24
2579,82,10
2579,71,1
2579,203,4
2579,193,1
15083,71,1
15083,82,2
15083,193,1
4644,203,4
4644,82,6
2315,82,22
2315,203,14
15784,82,14
3403,82,20
3403,71,1
3403,193,1
3403,203,12
1787,203,9
1787,82,14
12098,82,9
11338,134,1
17374,219,1
17005,171,1
17005,55,1
1812,219,1
1812,134,1
11105,68,1
6983,82,78
6983,203,37
10971,203,4
10971,82,9
7582,203,10
7582,82,26
1065,82,88
1065,203,35
7470,82,42
7470,203,31
6041,203,41
6041,82,62
7309,82,56
7309,203,25
6868,82,59
6868,203,33
7388,82,12
7388,203,5
3800,82,16
3800,203,16
18302,203,2
18302,82,33
11668,82,14
11668,203,10
13321,203,4
13321,82,22
7513,203,44
7513,82,48
18291,82,23
18291,203,20
13049,82,6
13049,203,4
16208,203,16
16208,82,32
9846,203,4
9846,82,16
2817,82,14
2817,203,14
4140,203,30
4140,82,50
7750,203,13
7750,82,17
1284,203,5
1284,82,9
11892,82,16
11892,203,14
6765,82,12
6765,203,9
16126,82,18
16126,203,6
8926,203,12
8926,82,26
15421,203,12
15421,82,18
2399,203,2
2399,82,11
2399,71,7
2399,193,6
13730,82,19
13730,203,5
7762,82,32
11426,203,18
11426,82,22
15224,203,28
15224,82,38
12499,82,4
12499,203,2
17144,134,1
17144,203,5
17144,82,10
18016,203,9
18016,82,22
15620,193,2
15620,82,68
15620,71,5
15620,203,32
9851,203,8
9851,82,8
7756,203,19
7756,82,30
3502,203,28
3502,71,1
3502,82,59
11643,203,4
11643,82,33
11643,71,1
5154,82,6
5154,203,6
17562,82,36
17562,203,33
9685,82,34
9685,134,1
9685,203,26
9685,219,1
9685,71,1
9685,193,1
15294,82,20
15294,203,5
5572,82,10
5572,203,9
4273,203,10
4273,82,18
2618,71,1
2618,82,42
2618,203,32
376,203,9
376,82,18
18393,203,3
18393,82,4
14992,203,1
14992,82,2
4862,71,1
4862,82,62
4862,203,29
4862,193,1
6298,82,65
6298,203,36
6682,82,6
6682,63,2
6682,203,3
3884,203,14
3884,82,27
17708,203,14
17708,82,18
8760,203,5
8760,82,18
4267,203,4
4267,82,2
13504,82,6
16222,82,20
16222,203,15
15010,203,3
15010,82,6
11903,203,3
11903,82,21
9631,203,5
9631,82,14
8669,82,48
8669,68,1
8669,203,35
9457,82,8
2137,203,4
2137,82,28
10177,82,10
10177,203,7
16669,203,10
16669,82,16
6977,82,20
6977,203,10
10750,82,28
10750,203,25
14691,82,2
13266,203,2
13266,82,8
5381,203,8
5381,82,14
9263,82,24
9263,203,13
7001,82,20
7001,203,9
10405,56,1
17806,203,1
17806,82,10
11154,82,8
11154,203,6
310,82,20
310,203,1
10312,82,15
4657,82,23
4657,203,1
159,82,36
159,203,9
13562,82,10
13562,203,6
12571,203,7
12571,82,21
6195,82,11
6195,203,4
5536,82,29
5536,203,1
92,82,12
2213,82,10
8156,82,20
8156,203,4
6539,203,4
6539,82,4
11526,203,7
11526,82,8
1999,82,20
4555,82,30
4555,203,14
17381,82,38
18044,82,34
15106,203,3
15106,82,30
10294,203,22
10294,82,32
5538,82,20
5538,203,6
13060,82,4
6419,82,16
6419,203,4
6317,82,3
6317,71,1
6317,203,2
7161,82,64
7161,203,8
4157,82,56
3285,82,22
3285,203,12
16199,203,4
16199,82,25
6220,203,6
6220,82,80
10896,82,15
10896,203,2
10642,203,7
10642,82,87
9194,82,30
9194,203,7
10784,203,12
10784,82,17
14512,82,35
14512,203,30
16597,82,35
16597,203,14
18502,203,2
18502,82,2
6314,203,19
6314,82,22
7387,82,14
7387,203,4
3392,82,6
3392,203,2
9301,203,8
9301,82,15
16267,82,37
16267,203,12
10034,82,28
10034,203,16
7290,203,2
7290,82,5
9889,82,1
10574,82,28
10574,203,5
15537,71,1
15537,82,2
4834,203,22
4834,193,1
4834,82,38
4834,71,1
2136,82,34
12641,203,2
12641,82,10
1607,82,6
1607,203,4
18419,82,59
18419,203,31
11252,82,30
11252,203,8
14908,82,5
14908,56,1
14908,172,2
12349,203,5
12349,82,17
1981,203,5
1981,82,11
8154,82,26
8154,203,13
13227,82,14
6247,203,12
6247,82,20
1102,203,9
1102,82,13
9743,222,2
9743,345,8
9743,179,20
9743,304,2
9743,118,3
9743,273,7
9743,170,46
9743,68,20
9743,30,1
9743,54,33
17004,54,3
17004,68,4
17004,170,4
9710,68,2
9710,273,2
9710,179,1
8740,345,1
8740,68,1
4078,68,1
6725,54,4
6725,170,4
6725,68,3
5009,179,1
5009,330,1
5009,273,1
5009,68,1
5009,250,2
11552,330,1
11552,345,2
11552,273,2
1,68,2
1,345,2
1,179,1
15132,273,1
15132,345,1
3159,303,1
18010,68,2
18010,345,1
18010,273,1
3011,68,1
3011,273,1
5612,134,1
5612,54,1
5612,306,1
5612,68,1
5612,273,1
5612,170,1
11677,68,3
11677,54,2
11677,273,4
11677,170,2
4624,273,2
4624,345,4
11988,179,1
11988,68,1
11988,273,2
10115,345,1
10115,273,1
10115,179,2
10115,68,2
10115,54,2
8646,273,2
8646,345,2
8646,68,2
8646,179,2
12383,345,4
12383,179,4
12383,68,4
3163,54,5
3163,68,3
11055,170,8
11055,219,1
11055,345,5
11055,54,8
11055,179,2
11055,118,1
11055,68,2
11055,273,6
11055,223,2
11055,134,1
11055,306,1
12501,68,1
15878,54,1
12370,171,2
12370,55,2
1479,171,2
1479,55,3
8751,55,1
8751,171,1
574,171,1
574,68,1
3738,173,1
3738,57,1
3738,45,1
3738,161,1
2924,161,1
2924,173,1
59,171,2
59,55,2
9090,55,2
9090,171,1
4024,171,2
4893,68,7
7600,134,1
7600,135,1
7600,280,1
7600,207,1
7600,170,6
7600,54,3
11297,206,2
11297,54,4
11297,170,6
11297,85,1
17289,68,1
16155,279,1
18269,170,1
11137,54,1
700,170,2
10428,54,2
10428,170,2
10428,68,1
18397,54,1
13840,85,1
7066,54,1
7066,170,2
18440,170,24
18440,207,1
18440,54,24
18440,86,1
394,207,1
394,170,24
1006,54,2
18466,170,4
3005,54,8
3005,170,4
15118,170,2
15118,54,2
18495,207,1
18495,68,9
18495,206,1
18495,85,1
18495,54,20
18495,170,11
13957,68,2
13957,85,2
13957,170,8
13957,134,1
13957,206,3
13957,219,1
13957,54,10
6112,54,4
6112,68,3
6112,170,1
2125,68,2
2125,170,4
2125,54,2
17925,54,1
6521,170,1
16123,54,1
16123,170,1
13959,54,2
10020,280,3
5833,170,2
5833,54,1
1377,279,1
17804,54,1
5798,170,1
11722,54,1
11722,68,1
11722,170,2
3439,68,1
3439,54,2
3439,170,2
13783,170,1
13783,54,1
10599,170,3
10599,54,2
10599,68,1
16859,170,3
16859,54,3
1650,170,2
5422,219,1
5422,134,1
2073,219,1
2073,134,1
16981,134,1
7505,134,1
7505,219,1
6961,134,2
6961,219,2
13684,78,1
13684,306,2
8987,11,1
8987,78,1
8987,306,1
14639,54,4
3827,134,1
3827,219,1
11372,170,4
9538,46,2
4421,54,1
4421,68,1
8925,162,1
6562,46,5
6562,162,2
1295,46,7
11654,46,2
1813,46,3
1813,162,1
16404,46,8
16404,10,1
16404,162,2
16404,145,1
5734,11,2
5734,306,3
5734,134,1
5734,199,1
5734,219,1
5734,10,1
5734,222,2
5734,78,2
8290,46,3
8290,10,3
8290,162,1
3041,162,2
730,306,1
730,78,1
4959,145,13
4959,96,5
4959,16,10
4959,46,1
4959,10,14
7933,46,2
7933,145,2
7933,162,4
7933,10,4
10698,10,6
10698,68,1
10698,162,2
2880,68,3
2880,162,4
2880,10,3
2880,145,3
1911,75,2
1911,305,3
5607,197,1
5607,305,2
5607,75,9
4001,223,2
4001,305,4
4001,75,4
4001,306,1
9661,85,1
15152,86,1
15152,207,1
15152,182,1
15152,83,2
15152,62,1
15152,204,2
5441,207,1
5441,204,2
5441,182,1
7164,78,1
7164,305,2
9994,197,1
9994,75,1
9994,305,2
16909,75,2
16909,197,1
16909,306,4
7792,75,1
7792,305,2
8017,197,1
8017,75,1
15599,306,2
15599,199,1
15599,78,2
18363,144,4
18363,170,14
18363,54,10
18363,9,4
5060,306,2
5060,75,1
14780,75,1
14780,222,2
5642,46,1
14334,134,1
14334,219,1
14334,223,2
14334,306,6
14334,197,4
14334,222,1
14334,305,8
14334,75,9
3829,68,2
3829,46,7
3829,162,10
11762,197,1
11762,223,2
11762,306,3
11762,75,3
9402,306,3
9402,305,2
9402,222,4
9402,75,5
9402,197,2
11111,53,2
14019,305,3
14019,222,1
14019,75,7
14019,306,6
3505,197,1
3505,305,2
3505,75,7
3505,306,9
3505,222,2
3077,306,20
3077,75,14
3077,305,1
17065,306,3
17065,75,2
11533,197,1
11533,305,1
11533,306,3
11533,75,2
14033,75,2
14033,306,1
14033,222,2
7225,306,2
7225,75,2
7225,305,2
13271,75,4
13271,197,2
13271,305,4
13271,306,4
15424,305,1
15424,75,2
15708,306,2
15708,75,2
1175,306,4
1175,305,3
1175,75,4
17721,75,1
17721,306,3
1324,197,1
1324,75,4
1324,306,8
1324,305,2
50,199,2
50,78,2
50,222,2
50,219,1
50,75,2
50,306,3
50,134,1
50,46,1
6780,306,1
6780,75,1
16328,222,5
16328,306,17
16328,197,2
16328,75,11
16328,305,1
10585,306,10
10585,75,6
10585,197,2
10585,305,2
1220,306,5
1220,197,2
1220,222,1
1220,75,4
1220,78,1
1220,199,1
1220,305,1
12597,222,1
12597,75,4
12597,197,1
12597,306,6
12597,305,1
8896,224,2
8896,197,1
8896,305,1
8896,225,1
8896,75,5
8896,306,8
8856,306,9
8856,222,1
8856,75,6
8856,197,2
7030,75,1
7030,306,2
16364,75,14
16364,222,1
2494,306,8
2494,75,4
761,55,1
761,153,1
761,171,1
761,150,1
9658,98,1
9658,55,2
9658,153,1
2970,170,1
2970,54,1
14921,219,1
14921,134,1
17955,83,2
17955,86,1
17955,207,1
17955,62,1
17955,182,1
17955,204,2
16935,204,2
16935,182,1
16935,207,1
15493,134,2
15493,219,2
15750,134,1
15750,219,1
8009,134,1
4612,134,1
2850,71,1
2850,82,55
2850,193,1
2850,203,25
10149,203,10
10149,82,10
4912,82,6
4912,203,2
4912,71,2
18024,82,14
18024,203,9
6078,193,6
6078,82,52
6078,203,25
6078,71,7
3232,82,12
3232,193,1
3232,71,1
3232,203,6
8572,82,30
8572,203,17
8572,193,3
8572,71,3
6044,82,10
6044,203,4
6044,71,1
4559,82,14
6799,203,6
6799,82,12
6799,193,1
6799,71,3
1190,203,2
1190,82,58
1190,172,2
1190,56,4
5782,82,22
5782,203,14
15924,82,2
15924,203,4
2937,203,9
2937,71,1
2937,82,26
2246,203,8
2246,82,12
1683,82,30
1683,71,5
1683,203,18
1683,193,4
6165,193,5
6165,82,22
6165,71,6
6165,203,2
6324,203,4
6324,82,6
6324,193,2
6324,71,2
16792,71,6
16792,203,6
16792,82,18
16792,193,4
1769,203,20
1769,82,20
13052,82,40
13052,203,14
17802,71,1
17802,203,10
17802,193,2
17802,82,24
15948,82,35
15948,203,13
15451,203,2
15451,71,1
15451,82,8
15451,193,1
12807,203,10
12807,193,8
12807,82,8
12807,71,4
9845,71,1
9845,82,14
9845,203,10
9845,193,1
15316,82,8
15316,71,2
15316,193,2
3510,82,4
3510,203,2
4113,82,26
4113,203,3
3985,193,2
3985,82,32
3985,71,2
3985,203,4
15201,203,10
15201,82,12
5017,82,2
11953,82,4
11953,71,5
17803,82,4
17803,203,2
4949,71,1
4949,82,16
7985,203,6
7985,82,10
17481,203,1
17481,82,10
736,82,34
11564,82,2
10786,193,1
10786,71,2
18309,71,1
18309,193,1
18309,82,44
18309,203,2
5148,193,1
5148,71,1
5148,82,14
5148,203,2
4594,82,20
12901,82,4
1056,82,12
1056,71,1
1056,193,1
2791,203,10
2791,82,38
10165,71,2
4108,193,1
4108,71,3
4108,82,26
4108,203,10
11798,82,8
11798,203,5
11186,82,10
11603,203,4
11603,82,4
2148,203,3
2148,82,10
16345,106,1
16345,193,1
16345,82,20
16345,63,2
16345,71,2
7681,71,1
7681,82,5
16572,71,2
16572,82,9
4863,82,8
6076,82,16
6076,203,5
6076,71,1
9535,203,5
9535,82,20
10490,82,18
10490,203,4
8119,203,15
8119,82,25
17792,82,26
17792,71,1
11742,71,2
11742,82,44
11742,203,9
7917,82,34
7917,203,1
11814,203,17
11814,82,26
7693,203,7
7693,82,14
5870,71,3
5870,82,4
11824,71,1
4845,82,33
4845,203,7
4845,71,1
890,82,14
890,193,2
890,203,2
890,71,5
2959,71,1
2959,193,2
2959,82,18
13754,82,24
13754,203,14
2673,71,1
2673,82,24
2673,203,16
17420,82,10
17420,56,1
17420,198,1
3772,63,3
3772,82,4
2644,203,2
2644,82,18
13018,82,22
13018,203,14
1513,63,7
1513,203,2
1513,82,26
3287,203,4
3287,193,2
3287,71,2
3287,82,8
3337,82,20
3337,71,2
3337,203,14
3337,193,2
17746,82,36
17746,203,25
3519,82,8
3519,203,7
3519,56,1
13417,71,1
13417,193,1
13417,82,2
9835,71,3
9835,82,2
9835,193,1
13300,71,1
13300,82,30
4552,203,4
4552,71,1
4552,82,14
15450,71,1
15450,203,2
15450,82,6
18098,82,12
5917,71,1
5917,82,36
5917,203,18
18078,71,1
18078,203,3
18078,193,1
18078,82,8
3604,203,4
3604,82,20
15624,193,5
15624,82,6
15624,203,6
15624,71,6
11966,203,10
11966,71,3
11966,82,12
10066,183,1
10066,193,1
10066,71,3
10066,63,1
10066,203,25
10066,82,52
14809,82,72
629,82,10
629,71,2
629,203,2
18222,82,12
18222,203,10
8456,203,3
8456,193,1
8456,71,1
8456,82,10
14695,203,14
14695,193,1
14695,71,2
14695,82,52
17621,82,52
17621,203,6
3032,203,1
3032,82,16
3032,193,2
3032,71,1
12852,82,36
12852,71,5
12852,193,2
12852,203,10
8873,71,1
8873,193,1
10545,203,15
10545,82,21
10688,203,2
10688,82,8
4805,82,14
4805,203,9
4805,193,1
4805,71,1
12851,71,6
12851,82,21
12851,193,4
12851,203,5
16275,82,40
16275,203,8
4600,71,1
4600,203,19
4600,82,28
12896,203,7
12896,82,10
17406,71,2
17406,82,5
17741,80,1
17859,134,1
17859,219,1
11660,171,1
1084,55,1
13768,55,2
13768,171,1
9824,134,1
9824,219,1
9824,55,2
3211,134,1
11737,171,21
11737,104,10
11737,219,17
11737,55,42
11737,21,2
11737,134,20
17723,219,22
17723,55,64
17723,171,19
17723,134,23
17723,104,16
17723,21,1
13786,55,18
13786,134,10
13786,171,4
13786,219,9
13786,104,4
13786,21,3
2348,55,2
16945,55,2
16945,171,2
8651,191,1
8651,70,1
9788,318,2
9788,55,5
9788,171,1
9788,239,2
3206,70,1
3206,191,1
8650,70,1
381,172,2
676,169,1
676,68,2
676,54,4
676,170,5
7101,190,2
7101,69,3
7101,68,1
15558,10,1
10523,306,1
10523,54,1
10523,305,1
8012,219,1
8012,134,1
9380,170,1
9380,169,1
16764,68,1
16764,145,4
16764,162,1
16764,10,3
1352,162,1
1352,46,3
1035,162,1
1035,54,1
1035,46,2
1475,306,1
9109,306,1
3110,162,1
12446,68,2
12446,69,1
12446,273,1
12446,170,1
12446,54,1
13880,345,1
13880,68,1
13880,273,3
865,306,1
865,54,1
865,223,1
6611,306,1
6611,54,1
6611,223,1
4074,223,3
4074,306,3
4218,306,1
4218,54,1
4218,170,1
17767,54,1
17767,306,2
4637,306,2
10626,222,1
10626,306,1
10626,54,1
16095,68,1
954,162,1
954,169,1
954,306,1
7798,223,1
7798,306,1
9567,306,1
729,170,1
729,345,2
729,273,1
729,54,2
16270,54,1
12970,54,2
12970,170,2
12970,68,1
16450,54,1
16828,54,10
16828,170,1
17045,170,1
17045,54,1
3963,54,4
3963,170,4
11187,54,8
11187,170,12
17589,170,5
17589,54,11
16585,54,3
8678,170,1
8678,54,2
597,54,3
597,170,1
12857,170,5
12857,54,5
9558,170,1
14830,170,2
14830,54,2
3782,170,17
3782,54,11
2721,54,15
2721,62,1
2721,207,1
2721,182,1
2721,86,1
2721,170,16
4992,170,4
4992,54,5
6603,54,31
6603,170,28
8021,20,12
8021,207,1
8021,170,93
8021,54,588
8021,103,450
8021,155,10
8021,182,1
2412,54,25
2412,20,2
2412,103,37
1612,86,1
140,54,2
140,170,1
16848,54,31
16848,170,25
16848,103,1
6331,54,2
7691,54,8
7691,170,3
7691,103,1
7415,170,3
7415,54,6
453,54,5
2792,54,1
2938,54,20
2938,170,6
6653,170,128
6653,103,2
6653,54,183
4344,54,241
4344,103,121
4344,20,14
4344,170,71
2910,20,4
2910,103,34
2910,54,170
2910,170,58
9432,54,495
9432,20,2
9432,170,131
9432,103,214
5998,54,814
5998,20,7
5998,103,566
5998,170,78
13914,170,98
13914,54,877
13914,20,12
13914,103,662
4932,170,37
4932,20,6
4932,103,199
4932,54,371
7518,103,251
7518,20,1
7518,170,36
7518,54,400
8110,170,21
8110,54,84
8110,103,19
16566,54,105
16566,170,22
16566,207,1
16566,103,4
16566,280,3
15853,54,155
15853,20,5
15853,103,76
15853,170,45
15853,68,2
9742,54,471
9742,103,54
9742,170,121
9742,20,12
15587,54,362
15587,170,77
15587,20,10
15587,103,68
5103,20,3
5103,103,15
5103,54,38
5103,170,4
16242,54,59
16242,103,29
16242,20,2
16242,170,10
8222,170,2
8222,54,12
8222,20,1
8222,103,1
16163,20,10
16163,170,25
16163,103,61
16163,54,198
12506,54,267
12506,170,56
12506,103,82
12506,20,11
18190,54,257
18190,20,7
18190,170,72
18190,103,39
5230,20,2
5230,103,28
5230,54,208
5230,170,65
10994,54,12
10994,170,8
8853,176,2
16130,134,1
4080,134,1
4080,219,1
18522,170,107
18522,207,2
18522,182,2
18522,155,10
18522,206,1
131,134,1
131,219,1
17787,219,2
17787,134,2
9692,134,20
9692,219,18
15649,219,1
15649,134,1
17712,149,1
17712,15,1
5141,15,2
5141,149,3
13416,219,1
13416,134,1
8490,134,1
5949,134,1
5949,219,1
10166,134,1
17822,171,1
17822,55,1
17822,219,1
17822,134,1
16665,219,1
16665,134,1
1196,306,1
9695,222,1
9695,75,1
9695,305,1
13687,75,2
13687,306,2
1861,223,2
1861,197,4
3650,54,4
10485,75,1
10485,219,1
10485,306,2
10485,134,1
2033,110,120
2033,223,2
2033,75,157
2033,197,3
18179,306,3
18179,110,111
18179,305,3
18179,223,2
18179,197,11
18179,75,141
18179,114,1
18179,222,2
6363,305,2
6363,197,1
6363,75,1
6363,134,1
6363,219,1
7335,75,1
7335,305,2
12528,75,1
12528,306,2
7946,75,3
7946,224,1
7946,306,5
7946,222,1
7946,197,1
5018,305,2
5018,306,2
5018,197,1
5018,75,4
15781,306,2
15781,75,2
15781,305,2
16968,53,1
16968,169,1
15851,306,5
15851,75,8
15851,305,5
7444,305,6
7444,75,8
7444,306,9
6278,305,2
6278,68,1
6278,75,4
6278,197,1
6278,306,12
6278,225,1
6278,54,1
6278,224,2
13894,222,1
13894,75,4
13894,306,4
13894,305,1
13894,197,2
9404,224,2
14682,306,1
14682,225,1
383,306,2
6067,305,6
6067,197,1
6067,75,4
6067,306,2
1633,305,3
1633,75,10
1633,222,1
1633,197,2
1633,306,4
6967,306,1
6967,305,2
6967,75,2
4441,75,1
4441,306,1
4441,305,1
4123,223,2
4123,306,2
4123,305,1
4123,222,2
4123,75,4
334,75,2
334,197,1
334,306,1
334,222,2
12046,306,9
12046,305,12
12046,75,24
17077,222,1
17077,75,18
17077,306,13
17077,197,2
17077,305,2
3365,306,3
3365,75,4
3365,305,4
3365,197,1
3365,223,2
12269,222,4
12269,78,1
12269,306,3
12269,197,3
12269,75,2
12269,199,3
12269,134,1
11921,306,1
11921,75,1
5207,197,3
5207,224,2
5207,305,7
5207,306,11
5207,75,11
5207,222,2
6209,305,7
6209,306,4
6209,75,6
6209,197,1
6209,225,1
9121,305,1
9121,306,5
9121,224,1
9121,75,3
9340,225,1
9340,75,3
9340,197,2
9340,305,2
9340,306,3
7576,75,8
7576,306,5
7576,305,4
7576,224,2
7576,222,1
7576,197,1
12525,306,5
12525,222,4
12525,75,8
12525,223,2
12525,197,2
1857,75,2
8380,85,1
16411,207,1
16411,182,1
16411,204,2
16411,83,2
16411,86,1
16411,62,1
11692,207,1
11692,204,2
11692,182,1
9100,134,1
9100,219,2
5764,219,1
5764,134,1
15884,134,1
2806,219,1
2806,134,1
13804,55,1
16377,134,1
16377,219,1
13431,134,1
11289,219,1
11289,134,1
11103,134,1
8476,68,1
4205,40,1
12885,134,1
17369,170,26
17369,134,3
17369,182,1
17369,207,1
17369,219,3
5896,134,1
5896,219,1
13787,182,1
13787,83,2
13787,204,2
13787,62,1
1345,182,1
1345,204,2
1345,155,10
8126,219,1
8126,134,1
8538,219,1
8538,134,1
14836,219,2
14836,134,2
11590,134,1
11590,219,1
17296,219,4
17296,134,4
4414,219,1
4414,134,1
7932,219,4
7932,134,5
5523,219,5
5523,134,12
18166,134,1
15906,219,2
15906,134,6
5552,134,7
5552,219,7
5907,374,2
5907,289,1
17957,285,8
17957,370,89
17957,33,1
17957,284,9
17957,121,3
17957,369,3
17957,374,1
17957,122,18
17521,285,2
17521,122,11
17521,370,155
17521,33,1
12425,289,1
12425,122,15
12425,370,352
